index,product,sub_category,brand,sale_price,market_price,type,rating,Quantity,description
4879,"Creme - Non Greasy Moisturizer Cream for Face, Body & Hands",Men's Grooming,Nivea Men,131.08,180.8,Face & Body,4.1,10,"Nivea Men Creme cares for your skin and it is specially developed for men and suitable for face, body, and hands. The skin compatibility is dermatologically approved.

Especially developed for men, it is suitable for: 
Face 
Body 
Hands
Skin compatibility dermatologically tested."
4880,Restorative Under Eye Cream,Skin Care,Nutrinorm,450.87,450.87,Eye Care,,94,"Get the instant youthful look with Nutrinorm’s Restorative Under Eye Cream. The cream is designed to diminish signs of ageing. The Under Eye Cream is packed with its wholesome nutrients and rich antioxidant properties. The cream works wonderfully to nourish and restore under-eye skin. It effectively gets rid of sagging and expression lines to give you a fresher, more youthful appearance."
4881,"Fairness Cream - With Saffron, Aloe Vera & Turmeric Extracts",Skin Care,Vaadi,69.156,76.84,Face Care,,163,"A time-tested combination of saffron & turmeric has been enriched with the age-old goodness of aloe vera, to give you a fair & flawless complexion! Together they penetrate your skin to control the production & uneven distribution of melanin and deeply moisturise it. Marks & blemishes lighten; and your face is left supple, perfectly smooth & flawlessly fair!"
4882,Cooling Teether - Star,Baby Accessories,Pigeon Baby,315.27,315.27,Soothers & Teethers,2,147,"This cooling teether is designed to fit into your babys palm, with an easy-to-grip handle. It provides mouth training for skilful eating and drinking and biting the rattle teether provides baby with tactile stimulation. Also, shaking the rattle teether develops your babys hearing and sensory perception skills."
4883,Dhania,Masalas & Spices,Mdh,75.71,75.71,Powdered Spices,4.3,240,"Coriander Powder helps to clear the body of lead, mercury and aluminium Coriander Powder is widely used for garnishing.
It is also used as a condiment in pickle spices, seasonings, curry powders, sausages, cakes, pastries, biscuits, buns and alcoholic beverages like gin.
Coriander is always used fresh, as it leaves lose the flavour and aroma on drying."
4884,Golden Glow Cream,Skin Care,Aroma Treasures,503.415,559.35,Face Care,,221,"Gold is a time-tested concept in beauty, enhances your physical, mental and emotional health while experiencing the revitalization that comes by indulging in this precious essential oil like tuberose & jasmine. It is enriched with pure essential oils. Skin friendly ingredients are used and no synthetic perfumes added. This product is not tested on animals."
4885,Anti Hairfall Shampoo,Hair Care,Nyle,53.11,53.11,Shampoo & Conditioner,3.8,247,"Every drop of Nyle Naturals Advanced Shampoo is paraben free and filled with the goodness of natural extracts of Badam, Amla, and Coconut Milk. It strengthens your hair and protects from hair fall due to breakage. It helps you enjoy strong & healthy hair. The pH balance of Nyle shampoo gives you the additional damage protection."
4886,"Nutrition Drink - Health, Energy & Sports","Health Drink, Supplement",Boost,264.42,279.11,Kids (5+Yrs),4.3,203,"Nourishing beverage that helps build stamina. Boost has nutrients which help in maintenance of optimal bone & muscle strength. Boost is enriched with Envita Nutrients (Iron, Vitamin A, C, Folic Acid, B12 and B6) that help transport oxygen more effectively in the body."
4887,Face Wash - 100% Oil Clear,Men's Grooming,FAIR AND HANDSOME,136.8995,192.1,Face & Body,4.2,137,"Fair And Handsome presents all new 100% oil Clear Instant Fairness Face Wash, enriched with Oil Clear Peptide and Purifying Charcoal Beads. This breakthrough formulation, specially designed for mens tough skin, helps eliminates dirt from within and clear excess oilupto 100%, and gives a Swueaky Clean, Oil-Clear Fresh, Fairer look instantly.

Within top layer of epidermis  For Beauty tips, tricks & more "
4888,"Plastic Bottle - Narrow Neck, Brown, Apollo, 20381BR",Storage & Accessories,Ratan,111.87,111.87,Water & Fridge Bottles,,208,"These bottles are very lightweight yet strong and they come in different colours and designs. These are very easy to carry water or any liquids such as juices, tea, ice tea, etc."
4889,All Time Plastic Polka Masala Container - Transparent,Storage & Accessories,All Time,394.37,480.25,Containers Sets,3.6,213,"This polka containers from All Time are not only attractive to look at, but also lightweight and available in many different shapes and sizes. These polka containers are calibrated so you can measure your ingredients. Their nesting feature allows you to stack them optimally, therefore, no space is wasted. These polka containers are perfect to store, measure and stack. So be it storing food at home or leftovers in the fridge, you can use these kitchen containers. They also come in a lot of different shapes so use them for all purposes. They'll look great in your kitchen as they come in beautiful bright colours."
4890,Green Pitted Olives,Tinned & Processed Food,Olicoop,271.2,271.2,"Olive, Jalapeno, Gherkin",,193,"Olicoop Olives from Spain are one of the finest Olives in the world. Harvested at the right time, these olives are always perfect in taste, texture and firmness. Olicoop Olives are a very good source of antioxidants. Available Black Olives and Green Olives in Pitted, Sliced, Whole and Stuffed with Pimentos form."
4891,Ginger Paste,Ready To Cook & Eat,Fazlani Foods,79.1,79.1,Heat & Eat Ready Meals,3.7,125,"This ready-to-use masala is freshly crushed & prepared ginger. The amazing flavour and aroma make your cooking absolute easy.  Plus, this is really easy to use. Just open, add in your dish and cook."
4892,Scrub Pad - With Aloxide Xtra Tough,"Mops, Brushes & Scrubs",Good Home,33.9,33.9,"Utensil Scrub-Pad, Glove",4.3,175,"Xtra ToughÃ‚ - Xtra ToughÃ‚ scrubbersÃ‚ are handy and tougher for cleaning cooking vessels with stains that are more challenging. With assorted scrubbers for every type of cooking utensil Good Home Scrubbers are designed for convenience and care. Not only are these scrubbers extremely effective on stains, they are gentle on your hands. Get Good Home variety of scrubbers and watch your vessels sparkle.Ã‚"
4893,Skin Fruits Brightening Lemon Face Wash,Skin Care,Joy,97.4625,129.95,Face Care,4.7,159,"This Joy face wash contains Lemon Extracts and Active Fruit Boosters, which fight unwanted blemishes revealing natural brightness of the skin. Lemon is an excellent addition to skin care regime because citric acids help in clearing the skin off blemishes and marks. Joy Skin Fruits Fairness Face Wash absorbs excess oils and clears pores without taking away skin’s natural oil balance & removes dead cells. Lemon is a natural skin lightening agent which freshens and brightens skin. Rich in Vitamin C, Vitamin B and citrus fruit acids, it reveals natural glow of the skin. Fruit acids gently clean impurities, lighten spots, freckles and pigmentation. Joy Skin Fruits Brightening Lemon Face Wash has active fruit encapsulated fruit bubbles that are crushed on application to provide moisture and soften the skin. Lemon Extracts and Active Fruit Boosters fight unwanted blemishes making skin instantly fairer, brighter and radiant. It is very effective on oily skin. It helps exfoliate and deep clean skin by removing complexion-dulling impurities and dead cells, to reveal the natural glow of the skin. Joy Face Wash deep cleanses the skin, resulting in a smooth, supple, and even-toned skin. Makes skin supple, soft and velvety smooth. Joy Skin Products are formulated with natural ingredients which provide effective results and long-lasting skin benefits."
4894,Cheese Popcorn - Sriracha Lime,"Snacks, Dry Fruits, Nuts",4700BC,39.663,44.07,Gourmet Popcorn,,171,"4700BCs high quality popcorns are coated with signature handcrafted cheddar cheese sprinkled with sriracha chilli and a hint of lime. It is the perfect snack for every occasion so go ahead and indulge yourself by having this pack filled of yummy Sriracha Lime Cheese popcorns at anytime during the day. This delicious gluten free snack has 0 grams of trans fat per serving and has certified non-GMO corn, no MSG and is cholesterol free."
4895,Quark Cheese,Dairy & Cheese,MOOZ,226,226,International Cheese,,199,"We at Mooz manufacture, Fresh Cheese, also commonly known as soft Cheese. Our cheese is handcrafted by an Italian cheesemaker, from milk directly procured from farmers. Yummy! It’s yummier than yoghurt! J Our quark cheese has smooth texture, mild and slightly tangy flavour. Naturally low in fat and a brilliantly versatile Mooz’s Quark Cheese is great for Cooking, Baking and Mixing. Quark is generally eaten with fruit, nuts, vegetables and salads. This soft thin creamy cheese can be used, on a bagel, in Pasta dishes, Baked Potato or a cheese ball or in baking cheesecakes and pastries."
4896,Synthetic Paint Brush - Round,Stationery,Faber castell,194.36,197.75,Colours & Crayons,3.2,103,"This Synthetic Paint Brush is a superior quality brush with fine bristles, suitable for tempra, poster, acrylic paints, anti-rust ferrules and wooden handle. It can be used for water and poster colours."
4897,Minute Garlic Rasam,Ready To Cook & Eat,MTR,30.284,45.2,Heat & Eat Ready Meals,3.9,34,"Introducing MTR Minute Garlic Rasam- that can be made in just 3 easy steps. Empty full pack into cup or bowl, pour boiling water and stir. No Cooking Required. Now savour the taste of authentic Garlic Rasam, anytime, anywhere. MTR Minute Garlic Rasam contains Garlic and Pepper which are full full of Ayurvedic goodness"
4898,Open Square Dustbin / Garbage Bin Bucket - Blue Colour,Bins & Bathroom Ware,Princeware,111.87,164.98,Dustbins,4.1,133,"Made of high-density polyethene, this dustbin is durable and strong. It is suitable for dry garbage as it’s open. It is ideal for office usage as paper waste is maximum. This dustbin comes with an attractive shape."
4899,Food Colour - Red,Cooking & Baking Needs,Harveys,60.003,66.67,"Baking, Cake Decorations",3.7,199,Harveys Natural Food Colour is used to enhance the colour of the food and to make it look more appealing. They do so by using colours that occur naturally. The natural colours can be used for preparing scrumptious dishes at home or they can also be used by professional chefs.
4900,Party Wafers - Cocoa Cream,Chocolates & Biscuits,Gastone Lago,394.37,394.37,"Cookies, Biscotti, Wafer",3,110,Crispy wafer layers and velvety cream fillings are combined to make our delicious wafer.  Munch on this delicious wafers and say bye to your hunger pangsAvailable in different formats and flavours!
4901,Heel Repair Ayurvedic Foot Care Cream,Skin Care,Krack,91.53,101.7,Body Care,4.3,126,"With the Healing Power of 7 herbs moisturises, heals, soothes (Specialist heel care cream) softens hydrates and shields with its unique action. Krack Happy Feet repairs and relieves dry skin disorders such as rough and cracked heels, chapped hands, fissures and chilblains. Also helps in minor burns, cuts and wounds. Krack Happy Feet cream is specially formulated to give you effective relief from sore, cracked heels and hardened soles. Krack Happy Feet Heel Repair is fortified with the healing power of 7 herbs, which help to soften cracked, rough skin."
